scopus_id,eid,description,title,creator,publication_name,issn,volume,cover_date,doi,pii,citedby_count,aggregation_type,subtype,subtype_desc,article_number,source_id,openaccess,openaccessFlag,links,affiliations,abstract,sections,references
85146278182,2-s2.0-85146278182,"Background; The growing application of artificial intelligence (AI) in healthcare has brought technological breakthroughs to traditional diagnosis and treatment, but it is accompanied by many risks and challenges. These adverse effects are also seen as ethical issues and affect trustworthiness in medical AI and need to be managed through identification, prognosis and monitoring. Methods;We adopted a multidisciplinary approach and summarized five subjects that influence the trustworthiness of medical AI: data quality, algorithmic bias, opacity, safety and security, and responsibility attribution, and discussed these factors from the perspectives of technology, law, and healthcare stakeholders and institutions. The ethical framework of ethical values-ethical principles-ethical norms is used to propose corresponding ethical governance countermeasures for trustworthy medical AI from the ethical, legal, and regulatory aspects. Results; Medical data are primarily unstructured, lacking uniform and standardized annotation, and data quality will directly affect the quality of medical AI algorithm models. Algorithmic bias can affect AI clinical predictions and exacerbate health disparities. The opacity of algorithms affects patients’ and doctors’ trust in medical AI, and algorithmic errors or security vulnerabilities can pose significant risks and harm to patients. The involvement of medical AI in clinical practices may threaten doctors ‘and patients’ autonomy and dignity. When accidents occur with medical AI, the responsibility attribution is not clear. All these factors affect people’s trust in medical AI. Conclusions; In order to make medical AI trustworthy, at the ethical level, the ethical value orientation of promoting human health should first and foremost be considered as the top-level design. At the legal level, current medical AI does not have moral status and humans remain the duty bearers. At the regulatory level, strengthening data quality management, improving algorithm transparency and traceability to reduce algorithm bias, and regulating and reviewing the whole process of the AI industry to control risks are proposed. It is also necessary to encourage multiple parties to discuss and assess AI risks and social impacts, and to strengthen international cooperation and communication.",Ethics and governance of trustworthy medical artificial intelligence,Zhang J.,BMC Medical Informatics and Decision Making,,23,2023-12-01,10.1186/s12911-023-02103-9,,230,Journal,ar,Article,7,23602,1,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146278182'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146278182?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146278182&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146278182&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1472694723001747'}]","[{'@_fa': 'true', 'affilname': 'Nantong University', 'affiliation-city': 'Nantong', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Nanjing University of Chinese Medicine', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",,,
85186447410,2-s2.0-85186447410,"This article summarises the approval process of the Artificial Intelligence Act Proposal, particularly concerning high-risk predictive algorithms, to assess the effect of this legislative change.",The Artificial Intelligence Act Proposal and the regulation of predictive algorithms: lights and shadows,Falletti E.,Ceridap,,2023,2023-12-01,10.13130/2723-9195/2023-4-19,,1,Journal,ar,Article,,21101180440,0,False,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85186447410'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85186447410?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186447410&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85186447410&origin=inward'}]",[],,,
85151367851,2-s2.0-85151367851,"The effectiveness of using artificial intelligence (AI) systems to perform diabetic retinal exams (‘screening’) on preventing vision loss is not known. We designed the Care Process for Preventing Vision Loss from Diabetes (CAREVL), as a Markov model to compare the effectiveness of point-of-care autonomous AI-based screening with in-office clinical exam by an eye care provider (ECP), on preventing vision loss among patients with diabetes. The estimated incidence of vision loss at 5 years was 1535 per 100,000 in the AI-screened group compared to 1625 per 100,000 in the ECP group, leading to a modelled risk difference of 90 per 100,000. The base-case CAREVL model estimated that an autonomous AI-based screening strategy would result in 27,000 fewer Americans with vision loss at 5 years compared with ECP. Vision loss at 5 years remained lower in the AI-screened group compared to the ECP group, in a wide range of parameters including optimistic estimates biased toward ECP. Real-world modifiable factors associated with processes of care could further increase its effectiveness. Of these factors, increased adherence with treatment was estimated to have the greatest impact.",Effectiveness of artificial intelligence screening in preventing vision loss from diabetes: a policy model,Channa R.,Npj Digital Medicine,,6,2023-12-01,10.1038/s41746-023-00785-z,,17,Journal,ar,Article,53,21101012669,1,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85151367851'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85151367851?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151367851&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85151367851&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2398635223000377'}]","[{'@_fa': 'true', 'affilname': 'University of Wisconsin School of Medicine and Public Health', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",,,
85183987574,2-s2.0-85183987574,"The paper focuses on the category of “artificial intelligence” as an object of civil law regulation. In an age of rapid technological change, digital technologies (DT) have firmly entered various areas of socio-economic relations. The development of DT in the field of artificial intelligence (AI) required the creation of legal regulations for their use. Simultaneously, an important area of legal transformation is civil legislation, which mediates a wide range of property-value and personal non-property relations. To achieve the goals outlined in the work, the authors applied a dialectical approach and formal-logical, comparative-legal, systemic, and structural–functional research methods. Due to the development of high technologies and the creation of AI, there is a need for amendments to the legislation, for example, on the recognition of copyright for intellectual property objects created by artificial intelligence. The norms of the current civil legislation in the field of intellectual property do not make it possible to determine the legal regime of such objects. That is why the current socio-economic realities require the transformation of the norms of civil law regulation in the field of intellectual property. The authors also note that it is necessary to regulate civil law norms of relations to ensure workflow using AI technologies and establish the procedure for concluding contracts in electronic form, particularly smart contracts. The proposed changes to the civil legislation of Russia will improve the legal framework for the successful application of AI technologies in socio-economic relations.",Artificial intelligence as an object of civil law regulation,Zozuliak O.I.,Revista Juridica Portucalense,21835799,,2023-12-01,10.34625/issn.2183-2705(34)2023.ic-14,,1,Journal,ar,Article,,21101062822,0,False,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85183987574'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85183987574?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183987574&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183987574&origin=inward'}]","[{'@_fa': 'true', 'affilname': 'Vasyl Stefanyk Precarpathian National University', 'affiliation-city': 'Ivano-Frankivsk', 'affiliation-country': 'Ukraine'}]",,,
85179905607,2-s2.0-85179905607,"Background: Policymakers require precise and in-time information to make informed decisions in complex environments such as health systems. Artificial intelligence (AI) is a novel approach that makes collecting and analyzing data in complex systems more accessible. This study highlights recent research on AI's application and capabilities in health policymaking.; Methods: We searched PubMed, Scopus, and the Web of Science databases to find relevant studies from 2000 to 2023, using the keywords ""artificial intelligence"" and ""policymaking."" We used Walt and Gilson's policy triangle framework for charting the data.; Results: The results revealed that using AI in health policy paved the way for novel analyses and innovative solutions for intelligent decision-making and data collection, potentially enhancing policymaking capacities, particularly in the evaluation phase. It can also be employed to create innovative agendas with fewer political constraints and greater rationality, resulting in evidence-based policies. By creating new platforms and toolkits, AI also offers the chance to make judgments based on solid facts. The majority of the proposed AI solutions for health policy aim to improve decision-making rather than replace experts.;Conclusion: Numerous approaches exist for AI to influence the health policymaking process. Health systems can benefit from AI's potential to foster the meaningful use of evidence-based policymaking.; Keywords: Artificial intelligence; Health policy; Health system; Policymaking.",The application of artificial intelligence in health policy: a scoping review,Ramezani M.,BMC Health Services Research,,23,2023-12-01,10.1186/s12913-023-10462-2,,31,Journal,ar,Article,1416,28098,1,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85179905607'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85179905607?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85179905607&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85179905607&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1472696323005987'}]","[{'@_fa': 'true', 'affilname': 'Tehran University of Medical Sciences', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}, {'@_fa': 'true', 'affilname': 'School of Public Health', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",,,
85175575748,2-s2.0-85175575748,"Due to the unavailability of up-to-date and georeferenced information about Lisbon's existing solar energy systems, tracking the progress of solar energy in relation to the city's Climate Action Plans 2030 is a complex task, thus hindering the potential of data-driven decision-making for a targeted implementation of photovoltaics (PV) in buildings and urban infrastructure. To overcome the challenges posed, an integrated approach to accelerate policy-making based on artificial intelligence (AI) resources and local citizens' and stakeholders' participation is developed and piloted in Lisbon. Recurring to a two-step AI model setup to identify and geolocate PV systems, key policy indicators are calculated to inform policy-makers about the evolution of PV deployment in the city and contribute to tailor future incentives to more depressed or energy poor districts. The AI model based on open data orthophotos from 2016 allowed estimates for the installed peak power at the city level, in that year, to be delivered in a few minutes, whereas manual inspection of aerial images will have taken several months. Although the PV capacity determined is 30% lower than the historical official numbers, the proof of concept for the proposed framework is achieved and validated by local stakeholders.",An Artificial Intelligence-Based Framework to Accelerate Data-Driven Policies to Promote Solar Photovoltaics in Lisbon,Freitas S.,Solar Rrl,,7,2023-12-01,10.1002/solr.202300597,,4,Journal,ar,Article,2300597,21100977374,1,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85175575748'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85175575748?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85175575748&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85175575748&origin=inward'}]","[{'@_fa': 'true', 'affilname': 'Lisboa E-Nova – Agência de Energia e Ambiente de Lisboa', 'affiliation-city': 'Lisbon', 'affiliation-country': 'Portugal'}]",,,
85198723288,2-s2.0-85198723288,"It is widely accepted that the current advancements in the fields of Natural Language Processing (NLP) and Artificial Intelligence (AI) in general, have provided the necessary means for the implementation of systems that were not possible in the past. Given the fact that there is now a vast volume of available text data, a tremendous amount of heterogenous language models have already been trained based on those data, in order to complete different tasks. The complexity of those tasks, in both the demands for computational resources and the efficiency of the corresponding approach, increases exponentially, mostly based on the volume and the complexity of the available data. A typical example of such a task is Question Answering (QA), where the data that are selected as a knowledge base for providing answers directly affect the efficiency, accuracy and the computational cost of the whole approach. As a result, when developing a QA tool, it is crucial to take into consideration a number of factors throughout the whole QA pipeline, in order to ensure that the given approach provides the right answers in the most efficient way possible. To this end, this paper proposes an efficient QA pipeline consisting of several steps, which range from the retrieval and preprocessing of the data to the selection of the appropriate language model, for assessing large documents that contain AI policies of OECD countries.",A Question Answering Software for Assessing AI Policies of OECD Countries,Mavrogiorgos K.,ACM International Conference Proceeding Series,,,2023-12-01,10.1145/3651640.3651651,,0,Conference Proceeding,cp,Conference Paper,,21101236033,1,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198723288'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198723288?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198723288&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198723288&origin=inward'}]","[{'@_fa': 'true', 'affilname': 'University of Piraeus', 'affiliation-city': 'Piraeus', 'affiliation-country': 'Greece'}]",,,
85168485820,2-s2.0-85168485820,"It is widely accepted that the current advancements in the fields of Natural Language Processing (NLP) and Artificial Intelligence (AI) in general, have provided the necessary means for the implementation of systems that were not possible in the past. Given the fact that there is now a vast volume of available text data, a tremendous amount of heterogenous language models have already been trained based on those data, in order to complete different tasks. The complexity of those tasks, in both the demands for computational resources and the efficiency of the corresponding approach, increases exponentially, mostly based on the volume and the complexity of the available data. A typical example of such a task is Question Answering (QA), where the data that are selected as a knowledge base for providing answers directly affect the efficiency, accuracy and the computational cost of the whole approach. As a result, when developing a QA tool, it is crucial to take into consideration a number of factors throughout the whole QA pipeline, in order to ensure that the given approach provides the right answers in the most efficient way possible. To this end, this paper proposes an efficient QA pipeline consisting of several steps, which range from the retrieval and preprocessing of the data to the selection of the appropriate language model, for assessing large documents that contain AI policies of OECD countries.",An extended review on cyber vulnerabilities of AI technologies in space applications: Technological challenges and international governance of AI ,Breda P.,Journal of Space Safety Engineering,24688975,10,2023-12-31,10.1016/j.jsse.2023.08.003,S2468-8967(23)00068-X,7,Journal,ar,Article,,21100871641,0,False,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85168485820'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85168485820?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168485820&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85168485820&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S246889672300068X'}]","[{'@_fa': 'true', 'affilname': 'ISU International Space University', 'affiliation-city': 'Illkirch-Graffenstaden', 'affiliation-country': 'France'}]",,[],[]
85171860219,2-s2.0-85171860219,"This paper presents an idea analysis of AI in the policy documents and reports of the United Nations, the European Union, and the World Economic Forum. The three organisations expect AI to contribute to sustainability and a prosperous future with better data analysis, greater amounts of quantitative knowledge, and by making economic and social activities less wasteful and more energy efficient. Several challenges are also named: ethics, human rights, cybersecurity, access to reliable data, transparency, and the digital gap. The solutions presented are multi-stakeholder collaboration, cohesive but flexible governance frameworks, but also taking the lead to push for ethical and value-based AI and making sure AI is sustainable. Ideas about AI appear to stem from discourses of ecological modernisation and green governmentality. This framing turns political and structural challenges into technical issues to be solved with more data, greater collaboration, and technical progress. The similarities in ideas between the EU, the UN, and the World Economic Forum also suggest that ideas about AI and sustainable development have reached discourse institutionalisation. Ideas about AI are therefore likely to reinforce already existing institutional and discursive settings.","AI and the governance of sustainable development. An idea analysis of the European Union, the United Nations, and the World Economic Forum",Francisco M.,Environmental Science & Policy,14629011,150,2023-12-31,10.1016/j.envsci.2023.103590,S1462-9011(23)00239-3,37,Journal,ar,Article,103590,21536,1,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85171860219'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85171860219?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171860219&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171860219&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1462901123002393'}]","[{'@_fa': 'true', 'affilname': 'Linköpings Universitet', 'affiliation-city': 'Linkoping', 'affiliation-country': 'Sweden'}]",,[],[]
85180298052,2-s2.0-85180298052,"There has been a significantly increased amount of literature on various aspects of artificial intelligence (AI), but research on AI governance has been a considerably underdeveloped area. This study proposes a comprehensive framework for designing AI governance in the public sector to overcome the limitations of previous studies that primarily dealt with the fragmentary aspect of AI. Also, we applied the developed framework to the case of Korea by combining it with the rank-order survey questions that target experts. This case study presents how to use the framework and provides insight for other countries.",To govern or be governed: an integrated framework for AI governance in the public sector,Choi H.,Science and Public Policy,03023427,50,2023-12-01,10.1093/scipol/scad045,,5,Journal,ar,Article,,20960,0,False,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85180298052'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85180298052?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180298052&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85180298052&origin=inward'}]","[{'@_fa': 'true', 'affilname': 'Aerospace R&D Center', 'affiliation-city': 'Seongnam', 'affiliation-country': 'South Korea'}]",,,
85169681804,2-s2.0-85169681804,"Artificial Intelligence (AI) is undergoing rapid development, meaning that potential risks in application are not able to be fully understood. Multiple international principles and guidance documents have been published to guide the implementation of AI tools in various industries, including healthcare practice. In Aotearoa New Zealand (NZ) we recognised that the challenge went beyond simply adapting existing risk frameworks and governance guidance to our specific health service context and population. We also deemed prioritising the voice of Māori (the indigenous people of Aotearoa NZ) a necessary aspect of honouring Te Tiriti (the Treaty of Waitangi), as well as prioritising the needs of healthcare service users and their families. Here we report on the development and establishment of comprehensive and effective governance over the development and implementation of AI tools within a health service in Aotearoa NZ. The implementation of the framework in practice includes testing with real-world proposals and ongoing iteration and refinement of our processes.",An example of governance for AI in health services from Aotearoa New Zealand,Whittaker R.,Npj Digital Medicine,,6,2023-12-01,10.1038/s41746-023-00882-z,,6,Journal,ar,Article,164,21101012669,1,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85169681804'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85169681804?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85169681804&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85169681804&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2398635223000717'}]","[{'@_fa': 'true', 'affilname': 'The University of Auckland', 'affiliation-city': 'Auckland', 'affiliation-country': 'New Zealand'}, {'@_fa': 'true', 'affilname': 'Te Whatu Ora - Health New Zealand', 'affiliation-city': 'Auckland', 'affiliation-country': 'New Zealand'}]",,,
